,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
56,48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,1,-1,0,unknown,yes
6690,53,blue-collar,married,secondary,no,5700,yes,no,unknown,14,may,1,-1,0,unknown,no
7024,39,management,married,tertiary,no,0,no,no,cellular,28,aug,25,-1,0,unknown,no
3561,33,services,single,secondary,no,2881,no,no,cellular,26,may,1,328,1,success,yes
3826,29,management,single,tertiary,no,437,no,no,cellular,5,aug,1,92,1,success,yes
10886,31,entrepreneur,single,tertiary,no,734,yes,no,cellular,7,may,1,168,4,other,no
10643,48,admin.,married,secondary,no,191,yes,no,cellular,5,feb,3,-1,0,unknown,no
3378,26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,1,350,1,success,yes
6559,32,management,married,tertiary,no,713,yes,no,cellular,11,aug,7,-1,0,unknown,no
9040,36,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,2,-1,0,unknown,no
6030,59,retired,married,secondary,no,2467,no,no,cellular,20,nov,2,-1,0,unknown,no
9588,35,management,single,tertiary,no,304,yes,no,cellular,19,nov,2,-1,0,unknown,no
3123,60,retired,married,secondary,no,18967,yes,no,cellular,29,jan,2,-1,0,unknown,yes
2564,32,management,married,tertiary,no,1270,no,no,cellular,19,aug,3,-1,0,unknown,yes
486,26,services,single,secondary,no,-189,no,yes,cellular,17,jul,2,-1,0,unknown,yes
2342,64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,1,-1,0,unknown,yes
10293,31,services,married,unknown,no,-82,yes,no,cellular,31,jul,31,-1,0,unknown,no
11021,32,blue-collar,married,secondary,yes,-238,yes,no,unknown,27,may,1,-1,0,unknown,no
3568,39,unemployed,divorced,secondary,no,265,yes,no,unknown,27,may,1,555,2,other,yes
5431,42,management,married,primary,no,860,yes,no,unknown,15,may,3,-1,0,unknown,no
6651,60,retired,married,primary,no,566,no,yes,cellular,23,jul,1,-1,0,unknown,no
4512,43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,1,-1,0,unknown,yes
7429,36,technician,married,secondary,no,432,yes,no,cellular,11,may,3,255,2,failure,no
2013,46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,2,353,58,other,yes
4752,29,management,single,tertiary,no,224,yes,no,cellular,24,apr,2,81,3,failure,yes
6106,43,services,married,secondary,no,1220,no,no,cellular,28,jul,2,-1,0,unknown,no
7196,36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,2,91,1,failure,no
5285,30,management,single,tertiary,no,398,no,no,cellular,27,oct,1,180,3,success,yes
3612,62,retired,married,primary,no,1742,no,no,cellular,14,jun,2,98,6,other,yes
4949,46,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,5,-1,0,unknown,yes
9810,27,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,2,-1,0,unknown,no
9339,53,technician,married,secondary,no,65,no,no,cellular,25,nov,1,92,2,failure,no
5135,43,self-employed,married,secondary,no,14144,yes,no,cellular,21,nov,1,-1,0,unknown,yes
4604,37,services,married,secondary,no,4017,no,no,cellular,30,apr,2,196,1,success,yes
1419,56,technician,married,secondary,no,2847,no,no,cellular,8,apr,1,-1,0,unknown,yes
9266,34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,2,-1,0,unknown,no
9372,38,self-employed,married,secondary,no,290,yes,no,unknown,20,may,1,-1,0,unknown,no
7875,35,admin.,single,tertiary,no,1374,yes,no,cellular,15,may,1,-1,0,unknown,no
2957,52,management,married,tertiary,no,583,no,no,cellular,17,nov,1,91,2,failure,yes
2409,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,2,163,2,other,yes
1014,30,services,married,secondary,no,3929,yes,no,cellular,20,nov,1,-1,0,unknown,yes
2085,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,3,278,6,success,yes
10763,55,services,married,tertiary,no,606,no,yes,cellular,18,nov,2,-1,0,unknown,no
5778,49,blue-collar,married,primary,no,23,yes,no,unknown,23,may,1,-1,0,unknown,no
3148,39,services,married,secondary,no,2758,no,no,cellular,4,feb,3,-1,0,unknown,yes
7510,54,management,married,primary,no,366,yes,no,unknown,15,may,1,-1,0,unknown,no
4454,50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,2,-1,0,unknown,yes
10955,39,technician,married,secondary,no,-1451,yes,yes,cellular,30,jul,5,-1,0,unknown,no
986,32,self-employed,single,tertiary,no,1249,yes,no,cellular,19,nov,1,-1,0,unknown,yes
10542,32,management,married,tertiary,no,1683,yes,yes,cellular,20,apr,2,-1,0,unknown,no
11099,31,management,single,tertiary,no,78,yes,no,cellular,22,jul,2,-1,0,unknown,no
10816,47,management,married,unknown,no,1128,no,no,cellular,28,jan,2,-1,0,unknown,no
1271,24,student,single,secondary,no,23878,no,no,cellular,18,feb,1,-1,0,unknown,yes
8529,38,housemaid,divorced,tertiary,no,4312,no,no,cellular,15,may,4,175,6,failure,no
10351,31,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,3,-1,0,unknown,no
4439,45,management,single,tertiary,no,1411,no,no,cellular,7,sep,2,102,3,failure,yes
7633,26,services,single,secondary,no,37,no,yes,cellular,2,feb,5,-1,0,unknown,no
3361,28,management,single,tertiary,no,866,no,no,cellular,23,mar,2,-1,0,unknown,yes
4205,23,student,single,tertiary,no,0,no,no,cellular,10,aug,1,-1,0,unknown,yes
2019,54,unemployed,married,secondary,no,582,yes,no,cellular,15,may,5,372,2,failure,yes
8649,38,services,married,primary,no,0,no,no,cellular,28,jul,3,-1,0,unknown,no
4499,29,admin.,single,secondary,no,306,yes,no,cellular,18,may,4,-1,0,unknown,yes
8412,31,services,single,secondary,no,8,no,no,cellular,7,jul,3,-1,0,unknown,no
8833,40,blue-collar,married,secondary,no,737,yes,no,unknown,30,may,2,-1,0,unknown,no
6316,33,technician,married,secondary,no,3071,yes,yes,cellular,21,jul,1,-1,0,unknown,no
1971,34,management,married,tertiary,no,273,yes,no,cellular,14,may,1,175,2,failure,yes
7059,40,technician,single,secondary,no,153,no,no,cellular,7,aug,2,-1,0,unknown,no
10570,77,unknown,married,unknown,no,397,no,no,telephone,8,nov,1,185,3,success,no
7187,51,admin.,married,secondary,no,2662,no,no,telephone,28,jan,2,-1,0,unknown,no
6147,54,management,married,tertiary,no,0,yes,no,cellular,24,jul,2,-1,0,unknown,no
5348,53,unknown,married,unknown,no,549,no,no,telephone,28,jan,2,-1,0,unknown,no
9885,32,management,married,tertiary,no,2213,no,no,cellular,29,jan,2,154,7,failure,no
6760,35,blue-collar,married,primary,no,0,yes,no,cellular,8,may,1,290,2,failure,no
1290,28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,2,-1,0,unknown,yes
1536,41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,2,254,6,other,yes
9082,31,technician,single,secondary,no,4105,no,no,cellular,30,apr,1,-1,0,unknown,no
11127,30,management,single,tertiary,no,115,no,no,cellular,12,aug,2,-1,0,unknown,no
3043,84,retired,married,secondary,no,81204,no,no,telephone,28,dec,1,313,2,other,yes
9124,49,blue-collar,married,primary,no,247,no,yes,cellular,22,jul,1,-1,0,unknown,no
6941,33,technician,married,tertiary,no,5641,no,no,cellular,18,aug,2,-1,0,unknown,no
10724,35,unemployed,married,secondary,no,2228,no,no,unknown,19,jun,2,-1,0,unknown,no
5875,44,management,married,tertiary,no,58,yes,no,cellular,14,jul,3,-1,0,unknown,no
7836,37,services,single,secondary,no,50,no,no,cellular,19,nov,1,154,8,other,no
9975,42,blue-collar,married,secondary,no,1468,yes,no,unknown,28,may,1,-1,0,unknown,no
10225,35,entrepreneur,single,secondary,no,866,yes,no,cellular,19,nov,1,-1,0,unknown,no
6923,32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,2,-1,0,unknown,no
1348,31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,1,-1,0,unknown,yes
3088,79,retired,married,primary,no,8556,no,no,telephone,18,jan,2,272,2,success,yes
6361,60,blue-collar,married,secondary,no,19447,yes,no,telephone,9,jul,1,-1,0,unknown,no
8777,46,services,divorced,unknown,no,973,no,no,cellular,2,feb,1,-1,0,unknown,no
2237,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,2,-1,0,unknown,yes
3913,48,unknown,single,unknown,no,1819,no,no,cellular,2,sep,1,458,1,failure,yes
8827,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,jul,1,-1,0,unknown,no
10137,30,blue-collar,married,secondary,no,177,yes,no,cellular,9,apr,2,332,3,failure,no
7131,29,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,1,-1,0,unknown,no
6766,39,technician,married,tertiary,no,11766,yes,no,cellular,14,aug,4,102,5,failure,no
10627,47,management,married,tertiary,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
8280,34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,5,-1,0,unknown,no
6074,40,management,divorced,unknown,no,4095,yes,no,cellular,20,apr,1,-1,0,unknown,no
6544,38,services,single,secondary,no,0,yes,no,unknown,27,may,2,-1,0,unknown,no
6155,55,retired,divorced,secondary,no,282,yes,no,unknown,5,jun,2,-1,0,unknown,no
7,60,retired,divorced,secondary,no,545,yes,no,unknown,6,may,1,-1,0,unknown,yes
5469,50,technician,married,tertiary,no,3117,no,no,cellular,20,nov,2,164,1,failure,no
3952,64,retired,married,primary,no,48,no,no,cellular,9,sep,3,92,1,success,yes
5186,25,management,married,tertiary,no,4461,no,no,cellular,11,mar,5,-1,0,unknown,yes
57,60,retired,married,primary,no,1542,yes,no,unknown,14,may,1,-1,0,unknown,yes
1188,54,services,married,unknown,no,0,yes,no,cellular,5,feb,2,267,1,other,yes
1943,51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,1,296,11,failure,yes
8181,31,technician,married,secondary,no,477,no,no,cellular,30,apr,1,-1,0,unknown,no
4128,31,admin.,single,secondary,no,0,no,no,cellular,17,apr,3,-1,0,unknown,yes
9668,27,management,single,tertiary,no,6791,no,no,telephone,22,mar,2,229,28,success,no
1849,39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,2,-1,0,unknown,yes
6764,35,technician,married,secondary,no,149,yes,no,cellular,29,jan,1,245,2,failure,no
367,28,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,3,-1,0,unknown,yes
4695,57,admin.,married,secondary,no,403,yes,no,cellular,18,may,1,340,2,other,yes
7752,56,management,divorced,tertiary,no,310,no,no,unknown,20,jun,4,-1,0,unknown,no
4703,24,technician,married,secondary,no,556,yes,no,cellular,8,feb,1,94,4,success,yes
5382,46,technician,married,secondary,no,190,yes,no,cellular,12,aug,2,-1,0,unknown,no
1901,46,blue-collar,married,primary,no,804,yes,no,cellular,12,may,2,361,1,success,yes
1915,36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,2,301,1,failure,yes
10527,48,blue-collar,married,primary,no,595,no,no,cellular,24,jul,1,-1,0,unknown,no
232,27,management,single,tertiary,yes,-713,yes,no,unknown,4,jun,2,-1,0,unknown,yes
4806,34,services,single,tertiary,no,3119,no,no,cellular,16,oct,1,-1,0,unknown,yes
9271,55,management,divorced,tertiary,no,668,no,no,cellular,28,aug,6,-1,0,unknown,no
5364,59,services,married,secondary,no,307,yes,yes,unknown,6,may,7,-1,0,unknown,no
10655,33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,1,-1,0,unknown,no
758,49,blue-collar,married,primary,no,408,no,no,cellular,12,aug,4,-1,0,unknown,yes
5754,49,management,married,tertiary,no,342,no,no,cellular,30,jan,2,228,1,failure,no
9717,38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,1,173,1,failure,no
1304,54,admin.,married,secondary,no,602,no,no,cellular,3,mar,2,-1,0,unknown,yes
3852,25,student,single,secondary,no,348,no,no,cellular,10,aug,1,-1,0,unknown,yes
6750,32,services,married,secondary,no,3839,yes,no,cellular,18,nov,2,189,1,failure,no
7500,49,management,married,tertiary,no,20,yes,no,cellular,4,feb,1,-1,0,unknown,no
10082,38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,1,-1,0,unknown,no
7718,43,admin.,married,secondary,no,1996,no,yes,cellular,31,jul,3,-1,0,unknown,no
8578,58,blue-collar,married,primary,no,1357,yes,no,unknown,13,may,2,-1,0,unknown,no
5497,35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,1,-1,0,unknown,no
884,47,admin.,divorced,secondary,no,555,yes,yes,telephone,17,oct,1,-1,0,unknown,yes
682,61,retired,married,secondary,no,77,no,no,cellular,6,aug,4,-1,0,unknown,yes
4209,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,3,387,2,failure,yes
9805,33,management,single,tertiary,no,20,no,no,cellular,21,aug,2,-1,0,unknown,no
8698,47,unemployed,married,primary,no,2946,no,no,unknown,5,jun,1,-1,0,unknown,no
2923,47,management,married,tertiary,no,4693,no,yes,cellular,12,nov,1,97,3,success,yes
5557,33,management,married,secondary,no,67,yes,yes,unknown,23,may,4,-1,0,unknown,no
9812,36,blue-collar,divorced,secondary,no,7051,no,yes,cellular,15,jul,13,-1,0,unknown,no
9843,34,blue-collar,divorced,secondary,no,1780,yes,no,unknown,2,jun,9,-1,0,unknown,no
4422,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,5,269,2,failure,yes
136,34,services,married,secondary,no,-538,yes,no,unknown,26,may,1,-1,0,unknown,yes
9484,38,management,married,tertiary,no,1617,yes,no,cellular,16,apr,1,-1,0,unknown,no
1718,31,admin.,married,secondary,no,35,no,no,cellular,30,apr,1,-1,0,unknown,yes
10398,29,management,single,tertiary,no,502,no,no,cellular,12,apr,2,199,3,other,no
9685,44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,1,195,2,failure,no
6350,32,services,married,secondary,no,15,yes,no,cellular,15,may,1,-1,0,unknown,no
7261,36,student,single,unknown,no,172,no,no,unknown,12,jun,1,-1,0,unknown,no
2247,32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,2,85,3,other,yes
820,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,1,-1,0,unknown,yes
5751,25,blue-collar,single,secondary,no,192,no,no,telephone,4,jul,2,-1,0,unknown,no
4541,38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,9,-1,0,unknown,yes
1685,35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,1,87,2,failure,yes
1618,27,services,single,secondary,no,955,no,no,cellular,23,apr,1,-1,0,unknown,yes
2385,31,management,married,tertiary,no,1032,no,no,cellular,7,jul,1,-1,0,unknown,yes
7623,35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,aug,5,-1,0,unknown,no
9046,57,retired,married,tertiary,no,11254,no,no,cellular,30,jul,2,-1,0,unknown,no
10609,26,student,single,tertiary,no,13107,yes,no,cellular,27,may,2,-1,0,unknown,no
6424,38,blue-collar,married,primary,no,467,yes,no,unknown,16,may,1,-1,0,unknown,no
450,59,management,married,tertiary,no,296,no,yes,cellular,15,jul,3,-1,0,unknown,yes
4402,28,housemaid,single,tertiary,no,19,no,no,cellular,17,apr,1,-1,0,unknown,yes
4870,29,entrepreneur,married,secondary,no,714,yes,yes,cellular,13,may,2,-1,0,unknown,yes
4507,28,student,single,secondary,no,1925,no,no,cellular,25,may,1,88,4,failure,yes
4194,32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,2,-1,0,unknown,yes
6321,59,retired,married,secondary,no,1887,no,no,cellular,28,aug,8,-1,0,unknown,no
1639,39,technician,single,secondary,no,15,yes,no,cellular,30,apr,1,-1,0,unknown,yes
3935,38,admin.,married,secondary,no,0,yes,no,cellular,8,sep,1,92,3,success,yes
1958,44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,1,-1,0,unknown,yes
6464,41,technician,married,unknown,no,30,yes,no,cellular,10,jul,1,-1,0,unknown,no
3204,60,retired,married,secondary,no,523,no,no,cellular,11,feb,1,182,3,success,yes
9408,42,entrepreneur,married,secondary,no,1002,no,no,unknown,20,jun,3,-1,0,unknown,no
2885,76,retired,married,primary,no,1492,no,no,telephone,3,nov,1,-1,0,unknown,yes
667,59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1,-1,0,unknown,yes
3663,74,retired,divorced,primary,no,29080,no,no,cellular,30,jun,5,93,4,other,yes
9965,29,technician,single,secondary,no,-13,yes,no,cellular,14,may,3,-1,0,unknown,no
9930,20,student,single,primary,no,0,no,no,cellular,1,feb,5,91,8,failure,no
10687,38,technician,single,secondary,no,103,yes,no,cellular,2,feb,1,187,3,failure,no
4374,35,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,1,-1,0,unknown,yes
7210,35,services,married,secondary,no,377,no,yes,cellular,31,jul,13,-1,0,unknown,no
7812,34,self-employed,single,tertiary,no,1943,yes,no,cellular,16,apr,2,-1,0,unknown,no
10467,56,technician,married,tertiary,no,1062,no,no,unknown,20,jun,2,-1,0,unknown,no
5508,28,management,single,tertiary,no,203,no,no,cellular,29,jan,2,-1,0,unknown,no
1914,50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,3,-1,0,unknown,yes
6392,59,retired,married,secondary,no,2291,no,yes,cellular,14,jul,3,-1,0,unknown,no
6726,48,admin.,married,secondary,no,112,no,no,cellular,18,aug,5,-1,0,unknown,no
3833,41,management,married,tertiary,no,1092,no,no,cellular,5,aug,1,-1,0,unknown,yes
2733,44,management,married,unknown,no,282,no,no,cellular,6,oct,3,-1,0,unknown,yes
9442,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,3,227,14,failure,no
6397,34,management,married,tertiary,no,1352,no,no,cellular,8,aug,2,-1,0,unknown,no
4299,59,management,married,tertiary,no,1,yes,no,cellular,29,apr,1,-1,0,unknown,yes
8080,42,housemaid,married,primary,yes,16,no,no,unknown,11,jun,1,-1,0,unknown,no
9021,57,technician,married,secondary,no,28,yes,no,cellular,8,may,1,358,1,failure,no
6632,53,self-employed,married,secondary,no,534,yes,no,cellular,29,jul,4,-1,0,unknown,no
4762,58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,2,-1,0,unknown,yes
5070,52,management,married,tertiary,no,7192,no,no,cellular,4,aug,1,-1,0,unknown,yes
3476,30,management,married,tertiary,no,4328,no,no,cellular,30,apr,3,189,11,other,yes
10203,29,services,single,secondary,no,695,no,no,unknown,3,jul,1,-1,0,unknown,no
135,44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,11,-1,0,unknown,yes
5506,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,6,-1,0,unknown,no
637,59,housemaid,divorced,primary,no,2518,no,no,cellular,30,jul,3,-1,0,unknown,yes
5727,36,technician,married,primary,no,3350,yes,no,cellular,16,apr,1,269,3,other,no
4583,25,student,single,secondary,no,125,no,no,cellular,9,feb,1,92,2,success,yes
8581,46,blue-collar,divorced,secondary,no,709,yes,no,cellular,18,jul,4,-1,0,unknown,no
3669,31,student,single,secondary,no,3511,no,no,cellular,2,jul,1,-1,0,unknown,yes
7770,31,blue-collar,married,secondary,no,30,yes,no,unknown,11,jun,14,-1,0,unknown,no
7088,80,retired,married,secondary,no,173,no,no,cellular,2,aug,3,-1,0,unknown,no
7180,34,admin.,divorced,secondary,no,67,yes,no,unknown,6,may,1,-1,0,unknown,no
2005,35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,1,312,3,failure,yes
7540,51,management,married,unknown,no,1708,no,no,telephone,29,jan,3,-1,0,unknown,no
9073,34,technician,married,primary,no,1301,no,no,cellular,2,feb,1,-1,0,unknown,no
8359,34,services,married,secondary,no,190,yes,no,cellular,15,may,3,-1,0,unknown,no
10865,51,services,married,secondary,no,7,yes,no,cellular,31,jul,30,-1,0,unknown,no
7421,40,management,married,tertiary,no,24450,no,no,cellular,25,aug,2,-1,0,unknown,no
10234,53,admin.,single,primary,no,0,yes,no,cellular,7,may,1,322,5,other,no
221,25,management,married,primary,no,168,yes,no,unknown,3,jun,1,-1,0,unknown,yes
1493,39,management,married,tertiary,no,937,no,no,cellular,16,apr,4,-1,0,unknown,yes
8311,41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,1,253,2,failure,no
8832,27,student,single,tertiary,no,4869,yes,no,cellular,15,may,2,343,4,other,no
8457,77,retired,married,primary,no,1385,no,no,telephone,8,sep,4,-1,0,unknown,no
5206,32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,1,-1,0,unknown,yes
2158,44,management,married,tertiary,no,7818,no,no,cellular,27,may,1,-1,0,unknown,yes
10693,59,management,divorced,tertiary,no,0,no,no,telephone,30,jul,3,-1,0,unknown,no
6901,34,technician,single,tertiary,no,2658,yes,no,cellular,31,mar,1,230,2,failure,no
3026,66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,3,-1,0,unknown,yes
6290,45,self-employed,married,secondary,no,2278,no,no,unknown,17,nov,2,-1,0,unknown,no
6044,53,blue-collar,divorced,primary,no,559,no,no,telephone,9,feb,5,-1,0,unknown,no
9607,26,blue-collar,married,secondary,no,895,yes,no,cellular,4,feb,3,-1,0,unknown,no
4571,43,blue-collar,divorced,primary,no,3550,no,no,cellular,20,nov,1,-1,0,unknown,yes
